name,year,kms_driven,fuel_type,Price
Hyundai Grand i10 CRDi Magna,2014,60000,Diesel,425000
Hyundai Verna 1.6 SX CRDi (O),2012,150000,Diesel,450000
Hyundai Verna 1.6 CRDI,2011,108000,Diesel,450000
Hyundai i10 Sportz AT,2011,60000,Petrol,340000
Maruti Ertiga LDI Option,2013,90000,Diesel,650000
Tata Indigo CS LS (TDI) BS III,2009,70000,Diesel,160000
Tata Indica Vista TDI LS,2014,120000,Diesel,250000
Chevrolet Beat Diesel LT,2012,100000,Diesel,225000
Tata Indica V2 2001-2011 DLS BSIII,2007,75958,Diesel,55000
Maruti 800 AC,1996,70000,Petrol,42000
Tata Indica Vista Aqua 1.3 Quadrajet (ABS),2012,100000,Diesel,250000
Hyundai Tucson CRDi,2006,128000,Diesel,282000
Tata Indica V2 DLS TC,2007,110000,Diesel,80000
Maruti Swift Dzire VXI,2016,40000,Petrol,500000
Ford Figo Aspire 1.5 TDCi Ambiente,2016,70000,Diesel,500000
Maruti Swift VDI,2011,60000,Diesel,400000
Mahindra Bolero 2011-2019 SLX,2013,90000,Diesel,550000
Tata New Safari Dicor LX 4X2 BS IV,2007,70000,Diesel,200000
Hyundai i10 Sportz,2012,65000,Petrol,280000
Maruti Swift Dzire VDI,2014,88000,Diesel,580000
Tata Manza Aura (ABS) Quadrajet,2009,80000,Diesel,100000
Mahindra Scorpio EX,2014,60000,Diesel,550000
Mahindra TUV 300 T4 Plus,2017,38000,Diesel,700000
Tata Manza Aqua Safire,2010,80000,Petrol,150000
Hyundai EON Magna Plus,2014,60000,Petrol,190000
Mahindra Bolero 2011-2019 SLE,2013,110000,Diesel,500000
Maruti Swift VDI BSIV,2017,110000,Diesel,640000
Skoda Fabia 1.2L Diesel Elegance,2011,145000,Diesel,340000
Hyundai Elite i20 Asta Option Diesel,2019,43000,Diesel,811000
Maruti Ritz LDi,2016,120000,Diesel,409999
Maruti Swift Lxi BSIII,2007,136000,Petrol,220000
Tata Indica V2 DLS BSIII,2013,120000,Diesel,170000
Hyundai Elite i20 Petrol Asta Option,2018,25000,Petrol,700000
Mahindra Scorpio S10 4WD,2015,80000,Diesel,950000
Hyundai Accent GLS 1.6 ABS,2003,40000,Petrol,80000
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,9000,Diesel,2711000
Lexus ES 300h,2019,20000,Petrol,5150000
Jaguar XF 2.0 Diesel Portfolio,2017,45000,Diesel,3200000
Tata Safari Storme EX,2015,110000,Diesel,503000
Volvo XC40 D4 Inscription BSIV,2019,20000,Diesel,3800000
Toyota Camry 2.5 Hybrid,2016,68089,Petrol,2000000
Maruti Wagon R LXI,2013,58343,Petrol,225000
Maruti Baleno Alpha 1.3,2018,38817,Diesel,740000
Honda Jazz VX,2016,56494,Petrol,550000
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,79328,Diesel,750000
Maruti Swift AMT VVT VXI,2019,5621,Petrol,650000
Toyota Etios VX,2017,25538,Petrol,625000
Maruti Swift AMT ZXI,2018,69779,Petrol,600000
Hyundai Grand i10 1.2 CRDi Sportz,2017,56290,Diesel,450000
BMW X4 M Sport X xDrive20d,2019,7500,Diesel,5400000
BMW X4 M Sport X xDrive20d,2019,8500,Diesel,5500000
Honda Amaze V CVT Petrol BSIV,2019,7032,Petrol,779000
Skoda Rapid 1.6 MPI AT Elegance,2016,11000,Petrol,645000
Volvo V40 D3 R-Design,2018,2000,Diesel,2475000
Maruti Swift Dzire VDI,2014,120000,Diesel,420000
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,35000,Diesel,899000
Datsun GO T Petrol,2019,35000,Petrol,459999
Hyundai Verna CRDi SX ABS,2008,120000,Diesel,150000
Renault KWID 1.0 RXT Optional,2017,25000,Petrol,350000
Toyota Etios GD,2015,100000,Diesel,509999
Mahindra Bolero 2011-2019 Plus Non AC,2013,120000,Diesel,500000
Tata Zest Revotron 1.2 XT,2017,35000,Petrol,370000
Maruti Alto K10 2010-2014 VXI,2013,44000,Petrol,240000
Hyundai i20 Asta 1.4 CRDi,2015,100000,Diesel,530000
Mahindra Scorpio S10 7 Seater,2015,133000,Diesel,1000000
Toyota Innova Crysta 2.4 VX MT BSIV,2018,35000,Diesel,1600000
Hyundai i10 Sportz,2014,64000,Petrol,350000
Mahindra XUV500 AT W10 FWD,2015,70000,Diesel,1100000
Hyundai i20 1.2 Magna,2011,70000,Petrol,220000
Hyundai Grand i10 Sportz,2015,100000,Petrol,350000
Maruti Swift LDI,2013,90000,Diesel,370000
Maruti Swift Dzire VXi,2014,50000,Petrol,220000
Chevrolet Sail Hatchback LT ABS,2013,80000,Diesel,200000
Mahindra KUV 100 mFALCON D75 K4,2017,50000,Diesel,400000
Fiat Grande Punto 1.4 Emotion,2009,55000,Petrol,150000
Toyota Innova Crysta 2.7 GX AT 8 STR,2020,40000,Petrol,1500000
Maruti Omni 5 Seater BSIV,2011,70000,Petrol,130000
Maruti Alto 800 LXI,2013,80000,Petrol,185000
Hyundai Santro Xing (Non-AC),2010,80000,Petrol,110000
Mahindra Bolero 2011-2019 SLX,2012,120000,Diesel,450000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,20000,Petrol,500000
Ford EcoSport 1.5 Petrol Ambiente BSIV,2017,31596,Petrol,570000
Mahindra XUV500 W6 2WD,2013,85710,Diesel,650000
Toyota Fortuner 3.0 Diesel,2012,129627,Diesel,1680000
Datsun RediGO T Option,2018,10000,Petrol,250000
Hyundai i10 Sportz,2014,15000,Petrol,320000
Maruti Wagon R AMT VXI,2017,35000,Petrol,440000
Hyundai i20 Sportz 1.2,2013,49000,Petrol,315000
Hyundai Santro Xing ABS,2007,70000,Petrol,100000
Tata Manza Aura Quadrajet,2010,158000,Diesel,202999
Hyundai EON Era,2012,30000,Petrol,179000
Hyundai i10 Magna 1.2 iTech SE,2008,60000,Petrol,140000
Maruti Zen Estilo 1.1 LXI BSIII,2008,40000,Petrol,150000
Mahindra Bolero SLX,2011,60000,Diesel,440000
Ford Figo Diesel EXI,2011,55130,Diesel,250000
Maruti Wagon R VXI BS IV,2014,22000,Petrol,330000
Ford Figo Petrol ZXI,2010,48000,Petrol,250000
Hyundai i20 Magna,2012,45000,Petrol,335000
Mahindra XUV500 W4,2016,22522,Diesel,1025000
Hyundai i20 1.2 Magna,2012,51856,Petrol,320000
Maruti Ciaz RS ZXi Plus,2015,29434,Petrol,550000
Honda WR-V i-DTEC VX,2018,25000,Diesel,800000
Tata Tiago 1.2 Revotron XZ,2017,28000,Petrol,380000
Renault Duster 85PS Diesel RxL Optional,2013,44500,Diesel,400000
Maruti Wagon R VXI BS IV,2016,34500,Petrol,375000
Honda City i-VTEC CVT ZX,2017,20000,Petrol,1100000
Hyundai i20 1.2 Spotz,2018,15000,Petrol,650000
Nissan Micra XV CVT,2014,26000,Petrol,361000
Hyundai EON D Lite Plus,2012,20000,Petrol,140000
Hyundai Xcent 1.2 VTVT S,2019,3000,Petrol,550000
Honda Amaze VX Petrol BSIV,2019,20000,Petrol,670000
Maruti Vitara Brezza ZDi Plus,2017,25000,Diesel,880000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,35000,Diesel,950000
Chevrolet Cruze LTZ,2010,60000,Diesel,300000
Honda City i-VTEC CVT VX,2017,6825,Petrol,1150000
Chevrolet Cruze LTZ AT,2015,155000,Diesel,450000
Maruti Eeco CNG 5 Seater AC BSIV,2018,50000,CNG,375000
Maruti Ertiga BSIV VXI,2016,13500,Petrol,600000
Toyota Innova 2.5 V Diesel 8-seater,2008,260000,Diesel,700000
Hyundai Xcent 1.2 CRDi S,2018,65000,Diesel,600000
Mahindra Xylo H9,2014,95000,Diesel,630000
Maruti Ciaz ZXi,2016,40000,Petrol,590000
Hyundai Santro Era,2019,30000,Petrol,420000
Mitsubishi Pajero Sport 4X4 Dual Tone,2016,120000,Diesel,1950000
Tata New Safari Dicor EX 4X2 BS IV,2013,112011,Diesel,541000
Toyota Innova 2.5 G (Diesel) 7 Seater,2015,125000,Diesel,900000
Toyota Innova 2.5 G (Diesel) 7 Seater,2015,125000,Diesel,900000
Tata Manza Aura Quadrajet,2009,43000,Diesel,250000
Mahindra Bolero 2011-2019 SLE,2019,53534,Diesel,670000
Tata Tigor 2017-2020 XZ Plus,2019,20000,Petrol,530000
Chevrolet Beat Diesel LT,2012,70000,Diesel,150000
Mahindra XUV500 W8 2WD,2013,70000,Diesel,550000
Mahindra Scorpio 1.99 S4 Plus,2015,150000,Diesel,650000
Tata Indica Vista TDI LX,2012,100000,Diesel,180000
Mahindra Thar 4X4,2015,50000,Diesel,585000
Hyundai i20 Magna,2013,120000,Petrol,345000
Maruti Swift VDI,2013,110000,Diesel,350000
Honda BRV i-VTEC V MT,2016,140000,Petrol,725000
Tata Venture EX 7 Str,2012,120000,Diesel,250000
Maruti 800 AC,2002,70000,Petrol,45000
Toyota Innova 2.5 E Diesel MS 8-seater,2007,248119,Diesel,409999
Renault KWID 1.0 RXT Optional,2017,16500,Petrol,325000
Maruti Alto K10 VXI,2016,9900,Petrol,350000
Maruti Alto LXi,2012,80000,Petrol,180000
Fiat Linea Emotion,2010,100000,Petrol,150000
Maruti Dzire ZXI,2020,20000,Petrol,700000
Maruti Ciaz ZDi Plus SHVS,2016,90000,Diesel,795000
Mahindra Thar CRDe,2019,15000,Diesel,950000
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2018,75000,Diesel,885000
Maruti Ritz LDi,2011,140000,Diesel,160000
Hyundai i20 1.4 CRDi Asta,2012,120000,Diesel,300000
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2018,75000,Diesel,950000
Maruti Ertiga VDI,2015,90000,Diesel,549000
Audi A3 35 TDI Premium Plus,2018,20000,Diesel,3000000
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,61000,Diesel,1200000
Renault Fluence Diesel E4,2012,100000,Diesel,570000
Mahindra Thar CRDe,2017,60000,Diesel,800000
Hyundai Verna CRDi SX ABS,2009,100000,Diesel,375000
Mahindra Bolero SLX,2009,170000,Diesel,300000
Toyota Etios G,2013,100000,Petrol,350000
Mahindra Bolero SLX,2011,120000,Diesel,400000
Volkswagen Polo 1.5 TDI Comfortline,2015,50000,Diesel,434999
Toyota Etios Liva G,2012,120000,Petrol,200000
Maruti Alto 800 LXI,2015,25000,Petrol,260000
Maruti Swift VDI,2013,24019,Diesel,450000
Hyundai Verna 1.6 SX,2013,80000,Diesel,459999
Maruti Ritz VDi ABS,2011,100000,Diesel,210000
Maruti Swift Dzire VXI,2015,93000,Petrol,540000
Maruti Ertiga SHVS VDI,2017,50000,Diesel,710000
Maruti Alto 800 VXI,2018,22000,Petrol,285000
Hyundai Creta 1.4 E Plus,2019,19600,Diesel,990000
Tata Indigo CS eGLS BS IV,2017,104000,Petrol,362000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,33000,Diesel,880000
Mahindra TUV 300 mHAWK100 T8,2017,60000,Diesel,700000
Mahindra Bolero 2011-2019 DI - AC BS III,2016,60000,Diesel,600000
Nissan Terrano XL,2015,40000,Petrol,700000
Tata Tiago 1.05 Revotorq XT,2016,60000,Diesel,400000
Hyundai Accent Executive LPG,2010,80000,LPG,165000
Toyota Innova 2.5 V Diesel 8-seater,2007,376412,Diesel,350000
Maruti Ertiga VXI,2014,80000,Petrol,425000
Hyundai Santro Xing GL Plus,2012,70000,Petrol,180000
Maruti Alto K10 2010-2014 VXI,2012,90000,Petrol,170000
Mahindra Bolero 2011-2019 DI NON AC BS III White,2014,183000,Diesel,370000
Maruti Vitara Brezza VDi,2018,27000,Diesel,800000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,35000,Diesel,900000
Maruti Swift VDI,2013,120000,Diesel,390000
Maruti Swift Dzire VDI,2014,80000,Diesel,445000
Maruti Swift Dzire VDI,2014,70000,Diesel,459999
Maruti Wagon R LXI DUO BS IV,2013,55000,LPG,275000
Maruti Ritz VDi,2009,120000,Diesel,200000
Maruti Swift Dzire 1.2 Lxi BSIV,2012,72000,Petrol,350000
Tata New Safari 4X4 EXI BSIII,2007,120000,Diesel,95000
Toyota Etios GD,2014,250000,Diesel,550000
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2016,100000,Diesel,900000
Tata Sumo Gold GX,2013,120000,Diesel,350000
Nissan Micra XV CVT,2015,50000,Petrol,325000
Hyundai Grand i10 Asta,2014,32000,Petrol,455999
Maruti Alto STD,2008,60000,Petrol,129000
Maruti Alto 800 LXI,2017,40000,Petrol,254000
Ford Ecosport 1.5 Diesel Trend,2014,48000,Diesel,570000
Nissan Terrano XL D Option,2018,30000,Diesel,840000
Tata New Safari DICOR 2.2 GX 4x2 BS IV,2010,100000,Diesel,235000
Mahindra TUV 300 T6,2016,50000,Diesel,700000
Hyundai Santro Xing ABS,2010,40000,Petrol,140000
Hyundai Grand i10 1.2 Kappa Sportz Option,2018,5000,Petrol,528000
Jeep Compass 2.0 Limited Option,2017,12000,Diesel,1500000
Mahindra Bolero 2011-2019 DI - AC BS III,2016,72000,Diesel,560000
Mahindra Bolero 2011-2019 DI - AC BS III,2016,70000,Diesel,600000
Chevrolet Aveo U-VA 1.2 LS,2007,50000,Petrol,102000
Mahindra XUV500 W8 AWD,2014,70000,Diesel,750000
Chevrolet Aveo U-VA 1.2,2010,70000,Petrol,148000
Maruti Baleno Alpha 1.2,2015,50000,Petrol,650000
Volkswagen Polo Petrol Trendline 1.2L,2012,40000,Petrol,310000
Hyundai Xcent 1.2 Kappa S,2014,30000,Petrol,480000
Maruti Alto 800 VXI,2018,15000,Petrol,320000
Honda City i VTEC VX,2015,40000,Petrol,750000
Nissan Micra Active XL Petrol,2017,40000,Petrol,370000
Maruti Swift ZXI,2013,60000,Petrol,320000
Maruti Swift ZXI,2013,67000,Petrol,420000
Maruti Swift Dzire VXi,2010,60000,Petrol,240000
Datsun RediGO 1.0 S,2017,60000,Petrol,220000
Tata Tiago 1.2 Revotron XM,2016,30000,Petrol,350000
Honda Amaze VX i-DTEC,2018,40000,Diesel,675000
Toyota Etios Cross 1.2L G,2016,50000,Petrol,434999
Honda CR-V 2.0L 2WD AT,2006,200000,Petrol,125000
Mahindra KUV 100 mFALCON G80 K6 AW,2016,14000,Petrol,400000
Chevrolet Tavera Neo 3 9 Str BSIII,2015,70000,Diesel,425000
Maruti Ritz Genus VDi,2010,94000,Diesel,311000
Chevrolet Tavera Neo 3 10 Seats BSIII,2015,197000,Diesel,509999
Ford Figo 1.5D Trend MT,2015,79000,Diesel,530000
Skoda Octavia Rider 1.9 AT TDI,2008,120000,Diesel,210000
Mahindra Marazzo M2 8Str BSIV,2019,30000,Diesel,977000
Maruti Wagon R VXI BS IV,2018,20000,Petrol,440000
Maruti Wagon R VXI BS IV,2018,17000,Petrol,440000
Hyundai i20 1.2 Spotz,2018,20000,Petrol,655000
Renault KWID RXT Optional,2016,60000,Petrol,295000
Hyundai i20 1.2 Spotz,2018,20000,Petrol,655000
Hyundai Getz 1.1 GLE,2007,70000,Petrol,65000
Tata Hexa XT,2017,150000,Diesel,1200000
Tata Hexa XM,2017,35000,Diesel,1251000
Tata Indigo CS eLX BS IV,2010,60000,Diesel,200000
Hyundai i20 Active 1.4 SX with AVN,2016,40000,Diesel,750000
Maruti Wagon R LXI CNG,2018,60000,CNG,400000
Honda Amaze E i-VTEC,2017,57000,Petrol,475000
Tata Indigo VS,2012,120000,Diesel,110000
Renault KWID 1.0 RXT 02 Anniversary Edition,2017,30000,Petrol,350000
Maruti Swift Dzire Tour LDI,2016,175000,Diesel,450000
Tata Indigo LX,2010,90000,Diesel,150000
Tata Indica V2 DLS,2009,110000,Diesel,80000
Hyundai i20 Magna 1.2,2015,35000,Petrol,430000
Toyota Innova Crysta 2.4 ZX MT BSIV,2017,81000,Diesel,1450000
Chevrolet Cruze LTZ,2011,100000,Diesel,360000
Tata Hexa XTA,2017,60000,Diesel,1445000
Honda City i DTec S,2016,60000,Diesel,670000
Mercedes-Benz GLA Class 200,2016,70000,Petrol,2000000
Maruti Swift 1.3 VXi,2010,83000,Petrol,175000
Honda Amaze S i-Dtech,2015,50000,Diesel,440000
Hyundai i20 1.4 CRDi Era,2012,90000,Diesel,254999
Datsun GO Plus A Option Petrol,2018,65000,Petrol,530000
Mahindra XUV500 W4 1.99 mHawk,2016,40000,Diesel,890000
Volkswagen Polo Diesel Comfortline 1.2L,2013,80000,Diesel,280000
Maruti Swift Dzire AMT ZXI,2017,35000,Petrol,725000
Mahindra TUV 300 T8,2016,30000,Diesel,700000
Maruti Zen Estilo LXI BSIII,2007,70000,Petrol,90000
Hyundai i10 Magna 1.1L,2015,100000,Petrol,287000
Hyundai Creta 1.6 SX Automatic,2018,55000,Petrol,1380000
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,80000,Diesel,750000
Hyundai Verna 1.4 VTVT,2016,40000,Petrol,650000
Maruti Wagon R LXI BS IV,2013,108916,Petrol,240000
Hyundai EON Magna Optional,2013,40000,Petrol,290000
Hyundai EON Era Plus,2014,80000,Petrol,229999
Honda City i DTec VX,2016,50000,Diesel,1000000
Hyundai Santro Xing GL Plus,2012,90000,Petrol,200000
Maruti Alto LX,2004,70000,Petrol,90000
Hyundai i20 1.4 CRDi Asta,2012,90000,Diesel,330000
Maruti Ritz VDi ABS,2009,70000,Diesel,200000
Mahindra KUV 100 D75 K4 Plus,2018,31000,Diesel,420000
Maruti Swift Dzire VDi,2009,120000,Diesel,260000
Hyundai i20 Sportz 1.2,2016,40000,Petrol,590000
Maruti Swift VDI BSIV,2015,180000,Diesel,545000
Maruti Wagon R LXI BS IV,2011,90000,Petrol,210000
Honda City 2017-2020 GXi,2008,110000,Petrol,185000
Maruti Wagon R LXI,2006,59000,Petrol,125000
Hyundai EON Magna Plus,2014,60000,Petrol,280000
Hyundai Santro Xing XO,2005,89500,Petrol,99000
Maruti Wagon R VXI,2005,70000,Petrol,98000
Tata Indica Vista Aqua 1.4 TDI,2009,190000,Diesel,100000
Mahindra Verito Vibe 1.5 dCi D4,2013,180000,Diesel,250000
Toyota Fortuner 3.0 Diesel,2010,150000,Diesel,750000
Chevrolet Optra Magnum 2.0 LS,2007,130000,Diesel,160000
Hyundai Verna 1.6 CRDi EX AT,2013,120000,Diesel,509999
Tata Indica V2 DL,2009,80000,Diesel,95000
Hyundai Verna 1.6 SX CRDi (O),2014,80000,Diesel,525000
Datsun RediGO 1.0 T Option,2017,20000,Petrol,278000
Maruti 800 AC,1997,60000,Petrol,50000
Volkswagen Polo Diesel Highline 1.2L,2011,120000,Diesel,254999
Maruti Swift Dzire VXI 1.2,2019,10000,Petrol,675000
Maruti Swift Dzire VDI,2016,147000,Diesel,600000
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,51000,Diesel,950000
Honda City 2017-2020 GXi,2007,60000,Petrol,229999
Toyota Innova 2.5 G4 Diesel 8-seater,2009,220000,Diesel,600000
Maruti Alto 800 VXI Optional,2017,20000,Petrol,330000
Maruti Alto K10 VXI,2017,40000,Petrol,350000
Volkswagen Polo 1.2 MPI Comfortline,2016,35000,Petrol,560000
Maruti Wagon R VXI BS IV,2017,30000,Petrol,440000
Maruti A-Star Vxi,2011,90000,Petrol,220000
Maruti Swift Dzire ZDI,2017,110000,Diesel,750000
Mahindra XUV500 W6 2WD,2015,140000,Diesel,800000
Tata Indica V2 DLX,2007,104000,Diesel,59259
Maruti Baleno Zeta Automatic,2018,9000,Petrol,740000
Maruti Ignis 1.2 AMT Zeta BSIV,2019,19000,Petrol,570000
Maruti Wagon R AMT VXI,2017,20000,Petrol,430000
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,70000,Diesel,800000
Hyundai Grand i10 CRDi Sportz,2015,53000,Diesel,450000
Maruti Swift Dzire VDI,2013,105000,Diesel,420000
Mahindra Thar DI 4X4 PS,2015,16000,Diesel,750000
Maruti Baleno RS 1.0 Petrol,2019,7200,Petrol,780000
Volkswagen Polo Diesel Comfortline 1.2L,2011,77000,Diesel,320000
Mahindra KUV 100 D75 K8 Dual Tone,2017,40000,Diesel,690000
Maruti Swift Dzire ZDi,2012,70000,Diesel,375000
Ford Figo 1.2P Sports Edition MT,2017,50000,Petrol,620000
Hyundai Santro Xing GL Plus LPG,2015,85000,LPG,300000
Maruti Eeco 7 Seater Standard BSIV,2016,58000,Petrol,370000
Mahindra Thar 4X4,2013,85000,Diesel,770000
Hyundai Xcent 1.2 Kappa S Option,2014,65000,Petrol,500000
Mahindra KUV 100 mFALCON D75 K2,2017,120000,Diesel,450000
Hyundai Santro Xing GL Plus,2013,50000,Petrol,195000
Maruti Wagon R AMT VXI Option,2018,30000,Petrol,472000
Maruti Alto K10 VXI,2014,58000,Petrol,250000
Chevrolet Beat Diesel,2011,70000,Diesel,165000
Tata Zest Quadrajet 1.3 XT,2018,110000,Diesel,525000
Maruti Wagon R LXI,2003,65000,Petrol,145000
Tata Indica Vista Quadrajet 90 VX,2013,100000,Diesel,325000
Mahindra Bolero Power Plus ZLX,2017,60000,Diesel,660000
Ford Classic 1.4 Duratorq CLXI,2014,90000,Diesel,310000
Mahindra Bolero SLX 4WD BSIII,2008,200000,Diesel,250000
Ford Classic 1.4 Duratorq CLXI,2014,100000,Diesel,330000
Ford Figo Diesel Titanium,2012,80000,Diesel,250000
Mahindra NuvoSport N8 AMT,2017,60000,Diesel,650000
Maruti Alto K10 VXI,2016,40000,Petrol,305000
Maruti Ciaz VDi Plus,2015,50000,Diesel,600000
Maruti Wagon R LXI Optional,2015,110000,Petrol,280000
Tata Indigo CR4,2011,50000,Diesel,153000
Mahindra TUV 300 mHAWK100 T8,2018,30000,Diesel,700000
Renault KWID RXL,2017,40000,Petrol,325000
Maruti Alto K10 VXI,2016,40000,Petrol,305000
Maruti 800 AC,2006,70000,Petrol,155000
Maruti Alto K10 2010-2014 VXI,2012,80000,Petrol,235000
Tata Indica DLS,2005,100000,Diesel,60000
Maruti Swift VXI Optional,2016,15000,Petrol,500000
Mahindra Bolero DI,2004,150000,Diesel,120000
Maruti Estilo LXI,2009,63000,Petrol,155000
Skoda Rapid 1.5 TDI AT Style Plus,2016,88000,Diesel,675000
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2014,80000,Diesel,950000
Mahindra XUV500 W5 BSIV,2018,59865,Diesel,1051000
Volkswagen Polo 2015-2019 GT 1.5 TDI,2016,60000,Diesel,591000
Hyundai i20 Asta 1.4 CRDi,2015,72000,Diesel,585000
Honda City i-VTEC CVT ZX,2017,68140,Petrol,1025000
Maruti Swift VDI,2014,53190,Diesel,450000
Hyundai i20 2015-2017 Sportz 1.4 CRDi,2014,70100,Diesel,484999
Honda Jazz 1.5 S i DTEC,2018,47725,Diesel,650000
Maruti Swift Dzire VDI,2014,70195,Diesel,434999
Ford Figo Diesel EXI,2011,77395,Diesel,195000
Mahindra Marazzo M2 8Str BSIV,2019,17000,Diesel,1000000
Hyundai Elantra CRDi SX Option AT,2013,64000,Diesel,650000
Chevrolet Beat Diesel LS,2014,74321,Diesel,190000
Maruti Swift Dzire ZDI,2013,80235,Diesel,409999
Hyundai Creta 1.6 CRDi AT SX Plus,2016,77150,Diesel,1050000
Volkswagen Vento 1.5 TDI Highline Plus AT,2015,69000,Diesel,651000
Maruti SX4 S Cross 2015-2017 DDiS 200 Alpha,2015,57000,Diesel,650000
Skoda Rapid 1.5 TDI Ambition Plus,2017,89000,Diesel,750000
Volkswagen Passat Highline DSG S (Spl. Edition),2012,61100,Diesel,799000
Skoda Octavia Ambiente 1.9 TDI,2010,116000,Diesel,355000
Hyundai Verna 1.6 CRDi S Option,2015,80000,Diesel,600000
Maruti Swift VDI,2018,26000,Diesel,685000
Maruti Swift LDI,2018,100000,Diesel,509999
Maruti Alto Green LXi (CNG),2012,82300,CNG,150000
Maruti Swift Dzire Vdi BSIV,2017,82050,Diesel,650000
Toyota Etios VD,2012,74500,Diesel,400000
Mahindra XUV500 W8 4WD,2012,120000,Diesel,675000
Renault KWID AMT,2018,30000,Petrol,319000
Honda Amaze S Petrol BSIV,2019,6000,Petrol,640000
Hyundai i20 1.2 Asta,2017,30000,Petrol,650000
Maruti Ertiga VDI,2015,70000,Diesel,650000
Maruti Alto Green LXi (CNG),2010,70000,CNG,155000
Maruti Ertiga VDI,2015,70000,Diesel,650000
Maruti Swift Ldi BSIII,2008,120000,Diesel,175000
Hyundai Grand i10 CRDi SportZ Edition,2014,76000,Diesel,375000
Hyundai Grand i10 CRDi Asta,2014,80000,Diesel,430000
Tata Indica V2 DLS,2008,110000,Diesel,65000
Hyundai Accent GLS,2009,70000,Petrol,150000
Hyundai i20 Active S Petrol,2019,13000,Petrol,620000
Ford Classic 1.6 Duratec CLXI,2013,60000,Petrol,250000
Maruti Ritz VDi,2011,165000,Diesel,275000
Chevrolet Tavera Neo 3 LS 10 Seats BSIII,2013,120000,Diesel,454000
Mahindra TUV 300 T4,2017,30000,Diesel,600000
Volkswagen Vento Diesel Comfortline,2011,100000,Diesel,400000
Mahindra Renault Logan 1.5 DLE Diesel,2007,187000,Diesel,180000
Maruti Vitara Brezza VDi,2016,70000,Diesel,750000
Maruti Swift VXI Optional,2016,40000,Petrol,500000
Audi Q3 2.0 TDI Quattro Premium Plus,2017,22000,Diesel,2825000
Honda Civic ZX Diesel BSIV,2020,5500,Diesel,2125000
BMW X1 sDrive20d M Sport,2018,18000,Diesel,3350000
Honda Jazz VX CVT,2019,1500,Petrol,840000
Honda Mobilio RS Option i DTEC,2015,46000,Diesel,1000000
Maruti Baleno Alpha 1.3,2017,24400,Diesel,740000
Volkswagen Vento 1.5 TDI Highline Plus AT BSIV,2018,29899,Diesel,1290000
Toyota Innova Crysta 2.8 GX AT 8S BSIV,2018,20000,Diesel,1800000
Hyundai Grand i10 Nios Sportz,2020,2000,Petrol,775000
Renault Lodgy 85PS RxL,2017,34000,Diesel,695000
Hyundai Elite i20 Asta Option CVT BSIV,2018,31000,Petrol,730000
Chevrolet Trailblazer LTZ 4X2 AT,2016,46000,Diesel,1295000
Isuzu MU 7 AT Premium,2016,121000,Diesel,1160000
Mercedes-Benz GLC 220d 4MATIC,2017,60000,Diesel,3300000
Hyundai Santro Asta BSIV,2018,7000,Petrol,540000
Maruti Celerio ZXI Optional AMT BSIV,2016,10000,Petrol,434999
Mercedes-Benz GL-Class 220d 4MATIC Sport,2018,6000,Diesel,4600000
Force Gurkha Hard Top BS3 4WD,2018,20000,Diesel,910000
Hyundai Creta 1.6 CRDi SX,2015,59235,Diesel,850000
BMW X4 M Sport X xDrive20d,2019,21000,Diesel,5800000
Honda Amaze S i-Dtech,2014,48000,Diesel,520000
Mahindra Xylo D4,2018,114000,Diesel,650000
Maruti Swift Dzire LDi,2011,120000,Diesel,430000
Hyundai i20 Magna Optional 1.4 CRDi,2013,144000,Diesel,360000
Hyundai i20 Magna Optional 1.4 CRDi,2013,144000,Diesel,350000
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,190000,Diesel,791000
Toyota Innova 2.5 G (Diesel) 7 Seater,2015,190000,Diesel,950000
Maruti Swift VDI,2019,20000,Diesel,690000
Hyundai Verna CRDi 1.6 EX,2017,40000,Diesel,860000
Maruti Swift Dzire Vdi BSIV,2012,100000,Diesel,371000
Tata Indica V2 DLX TC,2008,60000,Diesel,45000
Ford Fiesta 1.4 ZXi TDCi Limited Edition,2006,201000,Diesel,55000
Volkswagen Vento Diesel Highline,2011,110000,Diesel,240000
Maruti Swift VDI BSIV,2014,77215,Diesel,495000
Maruti Swift 1.3 LXI,2005,50000,Petrol,170000
Honda Jazz 1.2 S i VTEC,2015,48228,Petrol,671000
Maruti Swift VDI Optional,2017,58559,Diesel,693000
Maruti Swift VDI BSIV,2010,72179,Diesel,352000
