name,company,year,kms_driven,fuel_type,Price
Honda jazz v,Honda,2018,20000,Petrol,600000
Honda brio 1.2,Honda,2016,60000,Petrol,411000
Maruti eeco 5,Maruti,2010,170000,Petrol,150000
Maruti ciaz zdi,Maruti,2015,70000,Diesel,630000
Maruti swift dzire,Maruti,2019,45000,Petrol,700000
Mahindra xylo e4,Mahindra,2010,60000,Diesel,250000
Chevrolet enjoy 1.3,Chevrolet,2016,32000,Diesel,535000
Mahindra tuv 300,Mahindra,2016,60000,Diesel,600000
Hyundai accent viva,Hyundai,2003,120000,Diesel,145000
Ford figo aspire,Ford,2015,143000,Diesel,400000
Maruti swift dzire,Maruti,2015,100000,Diesel,600000
Maruti celerio x,Maruti,2018,50000,Petrol,459999
Hyundai i20 1.4,Hyundai,2018,30000,Diesel,800000
Maruti eeco cng,Maruti,2017,25000,CNG,370000
Toyota innova 2.5,Toyota,2012,102000,Diesel,800000
Renault pulse rxl,Renault,2013,90000,Diesel,290000
Maruti swift vdi,Maruti,2018,62000,Diesel,671000
Tata indigo ecs,Tata,2012,80000,Diesel,140000
Maruti alto std,Maruti,2011,15000,Petrol,141000
Maruti alto lx,Maruti,2009,70000,Petrol,125000
Tata indica vista,Tata,2013,90000,Diesel,150000
Maruti wagon r,Maruti,2007,100000,Petrol,125000
Hyundai grand i10,Hyundai,2018,25000,Petrol,600000
Hyundai i20 1.4,Hyundai,2017,40000,Diesel,700000
Hyundai i20 1.4,Hyundai,2017,70000,Diesel,700000
Maruti swift dzire,Maruti,2017,40000,Diesel,740000
Hyundai verna crdi,Hyundai,2018,35000,Diesel,1150000
Skoda octavia classic,Skoda,2007,155000,Diesel,300000
Toyota etios g,Toyota,2011,110000,Petrol,300000
Renault scala diesel,Renault,2015,110000,Diesel,530000
Hyundai grand i10,Hyundai,2017,80000,Diesel,530000
Hyundai santro xing,Hyundai,2011,50000,Petrol,210000
Maruti alto lxi,Maruti,2007,90000,Petrol,130000
Maruti wagon r,Maruti,2008,80000,LPG,148000
Volkswagen passat highline,Volkswagen,2008,120000,Diesel,585000
Hyundai i20 1.4,Hyundai,2011,105000,Diesel,270000
Hyundai i10 magna,Hyundai,2013,40000,Petrol,375000
Mahindra xuv500 w6,Mahindra,2014,141000,Diesel,725000
Mahindra bolero lx,Mahindra,2005,15000,Diesel,350000
Hyundai verna crdi,Hyundai,2007,150000,Diesel,180000
Maruti ritz vdi,Maruti,2014,80000,Diesel,425000
Ford ecosport 1.5,Ford,2018,25000,Diesel,900000
Tata sumo gold,Tata,2017,51000,Diesel,570000
Tata indica v2,Tata,2017,40000,Diesel,290000
Ford figo diesel,Ford,2011,40000,Diesel,229999
Maruti ritz vdi,Maruti,2010,110000,Diesel,220000
Chevrolet cruze ltz,Chevrolet,2011,80000,Diesel,409999
Chevrolet enjoy tcdi,Chevrolet,2013,136000,Diesel,355000
Renault duster rxl,Renault,2013,120000,Diesel,695000
Maruti swift dzire,Maruti,2010,120000,Diesel,320000
Mahindra tuv 300,Mahindra,2017,120000,Diesel,710000
Tata indica v2,Tata,2004,120000,Diesel,85000
Volkswagen polo 1.5,Volkswagen,2015,90000,Diesel,550000
Maruti swift zxi,Maruti,2007,100750,Petrol,215000
Hyundai accent gls,Hyundai,2006,140000,Petrol,110000
Honda city 2017-2020,Honda,2007,110000,Petrol,170000
Tata nexon 1.2,Tata,2018,40000,Petrol,850000
Hyundai i20 asta,Hyundai,2010,148000,Diesel,350000
Hyundai santro at,Hyundai,2005,190000,Petrol,120000
Tata indica vista,Tata,2015,155000,Diesel,250000
Ford figo aspire,Ford,2015,70000,Diesel,433000
Hyundai eon d,Hyundai,2015,45000,Petrol,300000
Maruti zen lx,Maruti,1998,40000,Petrol,70000
Mahindra bolero 2011-2019,Mahindra,2017,90000,Diesel,760000
Hyundai eon era,Hyundai,2014,20000,Petrol,250000
Hyundai santro xing,Hyundai,2013,120000,Petrol,187000
Maruti swift vdi,Maruti,2013,90000,Diesel,335000
Maruti swift dzire,Maruti,2016,80000,Petrol,488000
Maruti sx4 zxi,Maruti,2008,110000,Petrol,111000
Maruti ciaz vdi,Maruti,2015,70000,Diesel,600000
Maruti swift vxi,Maruti,2020,5000,Petrol,570000
Hyundai santro xing,Hyundai,2007,75000,Petrol,110000
Maruti swift zxi,Maruti,2014,50000,Petrol,434999
Hyundai eon era,Hyundai,2014,70000,Petrol,229999
Nissan terrano xl,Nissan,2014,90000,Diesel,490000
Maruti swift dzire,Maruti,2011,100000,Petrol,300000
Chevrolet beat lt,Chevrolet,2017,90000,Petrol,350000
Mahindra xuv500 w6,Mahindra,2013,110000,Diesel,750000
Maruti ertiga zdi,Maruti,2014,130000,Diesel,620000
Maruti swift vdi,Maruti,2013,188000,Diesel,400000
Tata indica v2,Tata,2008,80000,Diesel,67000
Ford figo 1.5d,Ford,2015,80000,Diesel,480000
Maruti omni mpi,Maruti,2008,48676,Petrol,110000
Hyundai santro xing,Hyundai,2006,60000,Petrol,105000
Datsun go plus,Datsun,2018,40000,Petrol,475000
Toyota etios liva,Toyota,2012,120000,Diesel,275000
Tata indica dlx,Tata,2003,70000,Diesel,40000
Maruti alto 800,Maruti,2018,15000,Petrol,300000
Maruti alto lxi,Maruti,2007,70000,Petrol,100000
Tata indica vista,Tata,2011,80000,Diesel,70000
Ford ecosport 1.5,Ford,2017,60000,Diesel,900000
Toyota etios 1.4,Toyota,2017,120000,Diesel,650000
Hyundai santro dx,Hyundai,2003,120000,Petrol,55000
Maruti zen lxi,Maruti,2000,180000,Petrol,50000
Hyundai grand i10,Hyundai,2016,70000,Petrol,550000
Hyundai santro era,Hyundai,2019,15000,Petrol,425000
Maruti ciaz zdi,Maruti,2017,65000,Diesel,900000
Hyundai i20 sportz,Hyundai,2015,90000,Petrol,516000
Tata indica vista,Tata,2011,70000,Petrol,150000
Maruti wagon r,Maruti,2016,30000,Petrol,400000
Mahindra scorpio s4,Mahindra,2016,79500,Diesel,800000
Hyundai santro xing,Hyundai,2007,90000,Petrol,165000
Nissan terrano xl,Nissan,2015,110000,Diesel,1000000
Maruti swift dzire,Maruti,2015,110000,Diesel,440000
Hyundai verna 1.6,Hyundai,2011,153000,Diesel,390000
Maruti swift dzire,Maruti,2013,149000,Diesel,475000
Ford figo 1.5d,Ford,2016,100000,Diesel,515000
Tata venture ex,Tata,2012,90000,Diesel,175000
Maruti sx4 zdi,Maruti,2012,80000,Diesel,380000
Toyota etios liva,Toyota,2012,150000,Diesel,405000
Maruti ignis 1.2,Maruti,2018,12000,Petrol,535000
Hyundai i10 magna,Hyundai,2011,40000,Petrol,215000
Maruti zen lxi,Maruti,1997,100000,Petrol,70000
Hyundai grand i10,Hyundai,2017,27000,Petrol,445000
Maruti wagon r,Maruti,2015,120000,Petrol,335000
Maruti eeco 5,Maruti,2014,49025,Petrol,300000
Tata nano twist,Tata,2015,15000,Petrol,110000
Maruti alto k10,Maruti,2014,90000,Petrol,240000
Tata tiago 1.2,Tata,2016,90000,Petrol,300000
Tata indica v2,Tata,2007,80000,Diesel,50000
Mahindra scorpio 2.6,Mahindra,2006,90000,Diesel,310000
Maruti 800 ac,Maruti,1997,80000,Petrol,29999
Maruti vitara brezza,Maruti,2016,70000,Diesel,640000
Maruti swift dzire,Maruti,2012,35000,Petrol,350000
Maruti swift dzire,Maruti,2013,120000,Petrol,385000
Maruti swift dzire,Maruti,2013,100000,Diesel,409999
Ford fiesta 1.6,Ford,2009,60000,Petrol,210000
Mahindra scorpio 2006-2009,Mahindra,2008,112000,Diesel,450000
Ford figo diesel,Ford,2011,70000,Diesel,170000
Honda city i,Honda,2014,140000,Diesel,650000
Maruti esteem ax,Maruti,1997,94000,Petrol,125000
Maruti alto lxi,Maruti,2012,70000,Petrol,145000
Volkswagen polo 2015-2019,Volkswagen,2018,27000,Diesel,681000
Honda city i,Honda,2015,173000,Diesel,635000
Maruti alto lxi,Maruti,2010,80000,Petrol,140000
Honda city i,Honda,2016,86000,Diesel,750000
Honda city i,Honda,2015,80000,Diesel,611000
Maruti alto lxi,Maruti,2007,120000,Petrol,110000
Maruti wagon r,Maruti,2006,100000,Petrol,100000
Tata indica vista,Tata,2014,120000,Diesel,225000
Hyundai verna transform,Hyundai,2010,190000,Diesel,250000
Mahindra scorpio ex,Mahindra,2011,120000,Diesel,385000
Maruti alto lxi,Maruti,2012,70000,Petrol,135000
Maruti alto lx,Maruti,2006,100000,Petrol,65000
Maruti alto k10,Maruti,2016,120000,Petrol,260000
Maruti swift dzire,Maruti,2014,120000,Diesel,465000
Maruti swift 1.3,Maruti,2007,80000,Petrol,150000
Mahindra kuv 100,Mahindra,2017,20000,Petrol,430000
Hyundai i20 asta,Hyundai,2009,81000,Petrol,200000
Chevrolet beat ls,Chevrolet,2011,90000,Petrol,125000
Maruti 800 std,Maruti,2001,60000,Petrol,45000
Chevrolet beat ls,Chevrolet,2012,40000,Petrol,124000
Tata indica gls,Tata,2007,80000,Petrol,80000
Maruti ertiga vxi,Maruti,2014,35000,CNG,545000
Maruti ertiga zdi,Maruti,2019,20000,Diesel,1050000
Chevrolet sail 1.2,Chevrolet,2015,50000,Petrol,200000
Mahindra xuv500 at,Mahindra,2015,77000,Diesel,1100000
Mahindra xuv500 w6,Mahindra,2014,50000,Diesel,750000
Tata tiago 1.2,Tata,2016,13500,Petrol,425000
Maruti alto 800,Maruti,2016,38000,Petrol,300000
Honda civic 1.8,Honda,2009,70000,Petrol,240000
Mahindra kuv 100,Mahindra,2016,55000,Diesel,450000
Maruti wagon r,Maruti,2006,150000,Petrol,80000
Mahindra bolero 2011-2019,Mahindra,2013,160000,Diesel,500000
Chevrolet sail hatchback,Chevrolet,2013,50000,Diesel,295000
Tata indigo cs,Tata,2008,120000,Diesel,100000
Hyundai verna 1.6,Hyundai,2013,76460,Diesel,700000
Ford figo diesel,Ford,2011,125000,Diesel,180000
Mahindra verito 1.5,Mahindra,2012,110000,Diesel,225000
Hyundai eon era,Hyundai,2017,25000,Petrol,310000
Honda city i,Honda,2015,30000,Diesel,625000
Hyundai i10 magna,Hyundai,2013,70000,LPG,275000
Hyundai i10 era,Hyundai,2013,110000,Petrol,245000
Hyundai eon era,Hyundai,2014,80000,Petrol,250000
Honda amaze e,Honda,2014,76000,Diesel,450000
Tata indica v2,Tata,2007,150000,Diesel,85000
Hyundai i20 2015-2017,Hyundai,2016,40000,Petrol,550000
Ford ecosport 1.5,Ford,2015,110000,Diesel,551000
Hyundai xcent 1.2,Hyundai,2019,60000,Petrol,500000
Honda amaze s,Honda,2018,15000,Petrol,585000
Hyundai accent executive,Hyundai,2013,120000,Petrol,172000
Hyundai verna 1.6,Hyundai,2012,100000,Diesel,360000
Tata tiago 1.05,Tata,2017,24000,Diesel,350000
Ford ecosport 1.5,Ford,2018,53000,Diesel,700000
Maruti alto lxi,Maruti,2011,40000,Petrol,148000
Maruti eeco cng,Maruti,2016,47370,CNG,330000
Skoda octavia ambiente,Skoda,2007,120000,Diesel,110000
Maruti swift vdi,Maruti,2015,100000,Diesel,450000
Chevrolet captiva lt,Chevrolet,2009,80000,Diesel,260000
Hyundai i10 sportz,Hyundai,2011,91000,Petrol,200000
Maruti alto k10,Maruti,2019,20000,CNG,430000
Mahindra scorpio sle,Mahindra,2013,80000,Diesel,550000
Maruti ritz ldi,Maruti,2013,80000,Diesel,245000
Maruti eeco cng,Maruti,2016,80000,CNG,320000
Hyundai accent gle,Hyundai,2008,110000,CNG,120000
Hyundai elantra crdi,Hyundai,2013,120000,Diesel,615000
Skoda superb elegance,Skoda,2013,90000,Diesel,600000
Volkswagen passat 1.8,Volkswagen,2010,120000,Petrol,300000
Ford figo 1.5d,Ford,2016,45217,Diesel,400000
Hyundai creta 1.6,Hyundai,2017,60000,Diesel,1000000
Hyundai sonata 2.4,Hyundai,2012,70000,Petrol,525000
Fiat grande punto,Fiat,2013,133000,Diesel,300000
Fiat grande punto,Fiat,2011,117000,Diesel,220000
Mahindra xuv500 w8,Mahindra,2015,173000,Diesel,850000
Honda city 1.5,Honda,2011,35000,Petrol,500000
Hyundai accent gle,Hyundai,2003,70000,Petrol,59000
Maruti alto lx,Maruti,2011,60000,Petrol,130000
Volkswagen polo 1.2,Volkswagen,2016,120000,Petrol,375000
Ford fiesta 1.4,Ford,2009,163000,Diesel,180000
Toyota innova 2.5,Toyota,2013,100000,Diesel,625000
Maruti ritz ldi,Maruti,2013,120000,Diesel,295000
Maruti swift vdi,Maruti,2011,160000,Diesel,350000
Tata sumo mkii,Tata,2010,90000,Diesel,235000
Maruti swift vvt,Maruti,2017,20000,Petrol,509999
Maruti alto 800,Maruti,2020,16000,CNG,370000
Hyundai grand i10,Hyundai,2016,30000,Petrol,370000
Maruti swift 1.3,Maruti,2009,50000,Petrol,180000
Hyundai i10 sportz,Hyundai,2015,20000,Petrol,350000
Renault kwid 1.0,Renault,2018,20000,Petrol,395000
Toyota innova 2.5,Toyota,2015,100000,Diesel,850000
Toyota innova 2.5,Toyota,2015,40000,Diesel,1150000
Volkswagen vento diesel,Volkswagen,2012,120000,Diesel,280000
Mahindra tuv 300,Mahindra,2018,50000,Diesel,775000
Hyundai verna 1.6,Hyundai,2012,100000,Diesel,420000
Honda city 1.5,Honda,2010,91000,Petrol,310000
Fiat linea 1.3,Fiat,2015,67000,Diesel,375000
Hyundai grand i10,Hyundai,2015,40000,Petrol,500000
Maruti ritz zdi,Maruti,2013,100000,Diesel,300000
Honda city 2017-2020,Honda,2008,120000,Petrol,155000
Maruti swift dzire,Maruti,2013,185000,Diesel,350000
Mahindra xuv500 at,Mahindra,2016,75000,Diesel,950000
Hyundai grand i10,Hyundai,2015,80000,Diesel,350000
Tata nexon 1.2,Tata,2020,5000,Petrol,537000
Volkswagen polo 2015-2019,Volkswagen,2019,10000,Petrol,585000
Hyundai santro lp,Hyundai,2002,60000,Petrol,56000
Maruti ertiga vdi,Maruti,2012,140000,Diesel,350000
Hyundai elite i20,Hyundai,2019,19000,Petrol,700000
Maruti ertiga shvs,Maruti,2017,44600,Diesel,849000
Volkswagen polo gt,Volkswagen,2014,28080,Petrol,574000
Hyundai i20 magna,Hyundai,2014,28800,Petrol,484999
Renault kwid rxt,Renault,2018,21900,Petrol,360000
Volkswagen polo gt,Volkswagen,2014,28100,Petrol,575000
Honda city i,Honda,2014,110000,Diesel,550000
Hyundai i20 asta,Hyundai,2016,100000,Diesel,700000
Maruti swift dzire,Maruti,2019,7673,Diesel,825000
Maruti wagon r,Maruti,2008,100000,Petrol,114999
Tata manza aqua,Tata,2009,75000,Petrol,150000
Maruti swift dzire,Maruti,2018,50000,Diesel,851000
Hyundai verna 1.4,Hyundai,2014,40000,Petrol,550000
Maruti ertiga shvs,Maruti,2016,40000,Diesel,890000
Hyundai i20 1.2,Hyundai,2012,100000,Petrol,265000
Mahindra scorpio 1.99,Mahindra,2014,110000,Diesel,900000
Chevrolet beat diesel,Chevrolet,2013,96272,Diesel,210000
Toyota innova 2.5,Toyota,2011,168000,Diesel,750000
Maruti wagon r,Maruti,2015,22500,Petrol,400000
Maruti vitara brezza,Maruti,2020,7400,Diesel,925000
Maruti swift dzire,Maruti,2011,70000,Petrol,275000
Maruti wagon r,Maruti,2009,67000,Petrol,175000
Ford fusion 1.4,Ford,2009,110000,Diesel,155000
Maruti sx4 vdi,Maruti,2012,175000,Diesel,325000
Mahindra scorpio lx,Mahindra,2014,120000,Diesel,700000
Tata indica v2,Tata,2008,120000,Diesel,50000
Hyundai verna 1.6,Hyundai,2014,150360,Diesel,645000
Tata tigor 1.05,Tata,2017,15000,Diesel,597000
Renault kwid amt,Renault,2018,30000,Petrol,400000
Maruti swift vdi,Maruti,2009,150000,Diesel,300000
Maruti swift vdi,Maruti,2015,100000,Diesel,573000
Maruti alto k10,Maruti,2011,70000,Petrol,180000
Tata nano lx,Tata,2011,40000,Petrol,70000
Toyota innova 2.5,Toyota,2008,154000,Diesel,500000
Hyundai accent gls,Hyundai,2004,110000,Petrol,110000
Maruti ertiga vdi,Maruti,2013,120000,Diesel,450000
Tata sumo gold,Tata,2013,145000,Diesel,310000
Mahindra kuv 100,Mahindra,2017,30000,Diesel,400000
Maruti swift zdi,Maruti,2014,90000,Diesel,390000
Maruti alto lxi,Maruti,2011,110000,Petrol,122000
Mahindra scorpio 1.99,Mahindra,2016,70000,Diesel,741000
Hyundai i20 1.4,Hyundai,2012,40000,Diesel,330000
Mahindra scorpio sle,Mahindra,2010,166000,Diesel,300000
Hyundai i10 sportz,Hyundai,2011,100000,Petrol,215000
Maruti wagon r,Maruti,2009,75000,Petrol,150000
Hyundai eon era,Hyundai,2013,42130,Petrol,250000
Maruti ritz lxi,Maruti,2010,53000,Petrol,180000
Maruti zen lxi,Maruti,2006,106000,Petrol,150000
Toyota corolla dx,Toyota,2005,96000,Petrol,275000
Maruti baleno sigma,Maruti,2019,10000,Petrol,556000
Maruti swift dzire,Maruti,2016,37000,Petrol,550000
Toyota etios liva,Toyota,2017,35000,Petrol,549000
Hyundai i20 2015-2017,Hyundai,2016,50000,Petrol,630000
Mahindra bolero pik-up,Mahindra,2020,5000,Diesel,679000
Maruti swift 1.3,Maruti,2011,85000,Petrol,320000
Hyundai creta 1.6,Hyundai,2017,47000,Diesel,1125000
Maruti baleno alpha,Maruti,2017,71000,Diesel,680000
Honda city i-dtec,Honda,2017,50000,Diesel,1050000
Tata zest quadrajet,Tata,2015,57000,Diesel,450000
Maruti wagon r,Maruti,2010,43000,Petrol,210000
Maruti swift dzire,Maruti,2014,60000,Diesel,470000
Maruti swift dzire,Maruti,2014,60000,Petrol,470000
Hyundai i20 asta,Hyundai,2015,40000,Diesel,550000
Maruti a-star vxi,Maruti,2011,60000,Petrol,204999
Honda city i,Honda,2015,30000,Petrol,950000
Hyundai i20 asta,Hyundai,2015,160000,Diesel,550000
Toyota innova 2.5,Toyota,2007,147500,Diesel,270000
Volkswagen polo diesel,Volkswagen,2013,90000,Diesel,280000
Honda city 2017-2020,Honda,2007,70000,Petrol,220000
Mahindra xylo d4,Mahindra,2014,120000,Diesel,320000
Hyundai eon era,Hyundai,2013,75000,Petrol,225000
Honda city 1.5,Honda,2010,85000,Petrol,380000
Maruti swift dzire,Maruti,2012,70000,Diesel,380000
Volkswagen ameo 1.5,Volkswagen,2017,29000,Diesel,600000
Ford endeavour 2.5l,Ford,2014,40000,Diesel,620000
Hyundai verna sx,Hyundai,2012,90000,Diesel,500000
Mahindra tuv 300,Mahindra,2015,40000,Diesel,700000
Ford ecosport 1.5,Ford,2015,138000,Diesel,550000
Maruti swift vdi,Maruti,2016,70000,Diesel,600000
Volkswagen ameo 1.0,Volkswagen,2019,30000,Petrol,550000
Hyundai verna 1.6,Hyundai,2013,125000,Diesel,475000
Honda city i,Honda,2015,120000,Diesel,615000
Maruti swift dzire,Maruti,2013,180000,Diesel,385000
Tata zest revotron,Tata,2015,20000,Petrol,500000
Renault duster 85ps,Renault,2012,80000,Diesel,450000
Toyota innova 2.5,Toyota,2014,110000,Diesel,969999
Hyundai verna 1.6,Hyundai,2013,80000,Diesel,580000
Toyota platinum etios,Toyota,2017,40000,Diesel,550000
Honda wr-v i-vtec,Honda,2018,30000,Petrol,780000
Ford fiesta 1.5,Ford,2014,80000,Diesel,500000
Skoda laura ambiente,Skoda,2011,140000,Diesel,270000
Maruti alto k10,Maruti,2017,25000,Petrol,335000
Maruti swift dzire,Maruti,2017,20000,Diesel,755000
Hyundai eon magna,Hyundai,2017,30000,Petrol,340000
Mercedes-benz e-class e350,Mercedes-benz,2009,80000,Petrol,1000000
Volkswagen polo diesel,Volkswagen,2013,70000,Diesel,350000
Maruti 800 std,Maruti,2000,56194,Petrol,31000
Maruti swift zxi,Maruti,2018,40000,Petrol,695000
Maruti alto 800,Maruti,2015,40000,Petrol,270000
Maruti ertiga shvs,Maruti,2016,120000,Diesel,790000
Maruti swift vdi,Maruti,2016,120000,Diesel,590000
Maruti swift dzire,Maruti,2017,120000,Petrol,635000
Mahindra bolero 2011-2019,Mahindra,2015,110000,Diesel,540000
Renault pulse rxz,Renault,2012,67000,Diesel,265000
Maruti swift dzire,Maruti,2014,50000,Diesel,600000
Hyundai verna 1.6,Hyundai,2012,100000,Diesel,409999
Toyota etios gd,Toyota,2015,80000,Diesel,525000
Ford figo diesel,Ford,2011,50000,Diesel,150000
Maruti esteem lxi,Maruti,2007,70000,Petrol,55000
Maruti omni 5,Maruti,2011,70000,Petrol,130000
Maruti vitara brezza,Maruti,2017,50000,Diesel,925000
Renault lodgy 85ps,Renault,2017,65000,Diesel,690000
Maruti ciaz zeta,Maruti,2018,7500,Diesel,950000
Renault lodgy 85ps,Renault,2017,65000,Diesel,695000
Maruti swift vxi,Maruti,2013,35000,Petrol,450000
Maruti swift vxi,Maruti,2009,71000,Petrol,229999
Maruti alto lxi,Maruti,2012,50000,Petrol,200000
Mercedes-benz new c-class,Mercedes-benz,2008,80000,Diesel,725000
Nissan micra xv,Nissan,2011,90000,Petrol,235000
Hyundai i20 2015-2017,Hyundai,2017,13000,Petrol,666000
Maruti 800 ac,Maruti,2000,100000,Petrol,65000
Hyundai santro xing,Hyundai,2004,80000,Petrol,85000
Honda wr-v i-dtec,Honda,2018,30000,Diesel,834000
Mahindra bolero 2011-2019,Mahindra,2012,120000,Diesel,430000
Maruti swift vdi,Maruti,2010,120000,Diesel,360000
Hyundai eon era,Hyundai,2014,70000,Petrol,240000
Tata indigo ecs,Tata,2010,148000,Diesel,135000
Mahindra tuv 300,Mahindra,2017,54188,Diesel,700000
Skoda rapid 1.6,Skoda,2012,90000,Diesel,425000
Chevrolet beat lt,Chevrolet,2011,100000,Petrol,150000
Hyundai eon d,Hyundai,2014,40000,Petrol,215000
Datsun go t,Datsun,2014,35000,Petrol,225000
Renault kwid climber,Renault,2017,20000,Petrol,330000
Maruti omni lpg,Maruti,2007,144000,LPG,54000
Hyundai grand i10,Hyundai,2014,54043,Petrol,374000
Hyundai verna 1.6,Hyundai,2012,66657,Diesel,549000
Tata indigo cs,Tata,2016,42000,Diesel,390000
Hyundai i20 asta,Hyundai,2013,35582,Petrol,455999
Volkswagen polo gt,Volkswagen,2013,54327,Petrol,453000
Volkswagen ameo 1.2,Volkswagen,2016,7949,Petrol,579000
Hyundai i10 sportz,Hyundai,2010,59734,Petrol,258000
Honda city s,Honda,2012,49185,Petrol,428000
Hyundai i10 magna,Hyundai,2011,56389,Petrol,262000
Volkswagen polo petrol,Volkswagen,2013,58245,Petrol,389000
Nissan micra xl,Nissan,2015,36422,Petrol,346000
Honda jazz basic,Honda,2011,42535,Petrol,339000
Hyundai i10 sportz,Hyundai,2011,40736,Petrol,272000
Maruti swift vxi,Maruti,2012,56246,Petrol,369000
Maruti swift lxi,Maruti,2011,55403,Petrol,277000
Tata tigor 1.2,Tata,2018,30000,Petrol,535000
Maruti alto k10,Maruti,2015,67000,Petrol,265000
Hyundai verna 1.6,Hyundai,2013,70000,Petrol,400000
Hyundai grand i10,Hyundai,2014,90000,Diesel,459999
Hyundai elite i20,Hyundai,2019,7500,Petrol,667000
Tata indigo cr4,Tata,2012,186000,Diesel,229999
Tata indica v2,Tata,2016,110000,Diesel,200000
Ford fiesta 1.4,Ford,2005,120000,Diesel,150000
Ford fiesta classic,Ford,2012,105358,Diesel,280000
Hyundai i20 sportz,Hyundai,2014,70000,Petrol,590000
Hyundai i10 era,Hyundai,2010,49200,Petrol,142000
Honda city i-vtec,Honda,2017,40000,Petrol,850000
Honda mobilio v,Honda,2014,40000,Diesel,600000
Mahindra tuv 300,Mahindra,2017,40000,Diesel,700000
Chevrolet beat ls,Chevrolet,2013,70000,Petrol,200000
Hyundai creta 1.6,Hyundai,2016,110000,Diesel,900000
Maruti alto k10,Maruti,2014,100000,Petrol,220000
Hyundai grand i10,Hyundai,2018,10000,Petrol,650000
Mahindra xuv500 w8,Mahindra,2014,136000,Diesel,800000
Ford fiesta 1.4,Ford,2010,110000,Diesel,250000
Renault duster 110ps,Renault,2012,86000,Diesel,550000
Maruti alto lxi,Maruti,2009,141000,Petrol,125000
Honda city 1.5,Honda,2011,80000,Petrol,450000
Mahindra xuv500 w10,Mahindra,2015,140000,Diesel,850000
Maruti swift dzire,Maruti,2014,65000,Diesel,459999
Maruti swift dzire,Maruti,2014,110000,Diesel,434999
Tata indigo lx,Tata,2008,100000,Diesel,120000
Maruti swift vdi,Maruti,2015,80000,Diesel,600000
Maruti wagon r,Maruti,2008,90000,Petrol,135000
Hyundai i20 2015-2017,Hyundai,2016,35000,Diesel,780000
Hyundai i20 2015-2017,Hyundai,2017,60000,Diesel,650000
Maruti 800 ac,Maruti,2004,50000,Petrol,50000
Hyundai verna 1.6,Hyundai,2012,100000,Diesel,425000
Fiat linea 1.3,Fiat,2015,70000,Diesel,500000
Maruti swift vdi,Maruti,2017,30000,Diesel,590000
Maruti celerio zxi,Maruti,2016,27000,Petrol,459999
Maruti swift zxi,Maruti,2020,5000,Petrol,578000
Maruti ertiga vdi,Maruti,2012,110000,Diesel,550000
Honda city corporate,Honda,2013,80000,Petrol,465000
Mahindra bolero power,Mahindra,2018,80000,Diesel,890000
Mahindra verito 1.5,Mahindra,2014,110000,Diesel,250000
Maruti swift dzire,Maruti,2015,60000,Diesel,615000
Maruti ertiga zdi,Maruti,2014,60000,Diesel,684000
Maruti ertiga zdi,Maruti,2014,64000,Diesel,680000
Renault duster 85ps,Renault,2014,120000,Diesel,500000
Renault duster 85ps,Renault,2014,120000,Diesel,520000
Toyota etios gd,Toyota,2012,140000,Diesel,390000
Toyota etios gd,Toyota,2012,135000,Diesel,434999
Maruti swift vdi,Maruti,2010,166000,Diesel,350000
Ford freestyle trend,Ford,2018,60000,Diesel,675000
Maruti swift dzire,Maruti,2011,60000,Diesel,265000
Volkswagen polo 1.2,Volkswagen,2016,40000,Petrol,395000
Volkswagen polo 1.2,Volkswagen,2016,40000,Petrol,385000
Maruti wagon r,Maruti,2009,70000,Petrol,142000
Hyundai i10 era,Hyundai,2009,35000,Petrol,160000
Tata indigo cs,Tata,2012,50000,Diesel,180000
Ford figo titanium,Ford,2019,3177,Petrol,700000
Hyundai grand i10,Hyundai,2015,39414,Petrol,400000
Tata indica v2,Tata,2012,30078,Petrol,200000
Hyundai eon magna,Hyundai,2012,44588,Petrol,250000
Maruti celerio zxi,Maruti,2015,49907,Petrol,400000
Maruti swift vxi,Maruti,2013,67082,Petrol,371000
Ford ecosport 1.5,Ford,2016,112879,Diesel,570000
Honda brio s,Honda,2013,80000,Petrol,300000
Hyundai i20 1.2,Hyundai,2017,25000,Petrol,620000
Honda city i-vtec,Honda,2018,10200,Petrol,949000
Mahindra bolero 2011-2019,Mahindra,2018,60000,Diesel,750000
Maruti celerio vxi,Maruti,2017,20000,Petrol,350000
Renault kwid 1.0,Renault,2016,30000,Petrol,270000
Hyundai eon magna,Hyundai,2013,40000,Petrol,235000
Maruti swift vxi,Maruti,2016,60000,Petrol,500000
Maruti alto lxi,Maruti,2012,111000,Petrol,220000
Maruti swift dzire,Maruti,2014,70000,Diesel,380000
Maruti alto k10,Maruti,2010,100000,Petrol,160000
Hyundai eon 1.0,Hyundai,2017,25000,Petrol,339000
Ford fiesta classic,Ford,2011,100000,Petrol,229999
Mahindra kuv 100,Mahindra,2016,35000,Diesel,400000
Hyundai xcent 1.2,Hyundai,2018,25000,Diesel,470000
Maruti 800 std,Maruti,2003,58000,Petrol,45000
Ford aspire titanium,Ford,2019,20000,Petrol,575000
Datsun redigo sv,Datsun,2019,1300,Petrol,325000
Maruti 800 ac,Maruti,1997,120000,Petrol,50000
Maruti wagon r,Maruti,2014,15000,Petrol,350000
Renault kwid rxt,Renault,2016,25000,Petrol,300000
Nissan terrano xl,Nissan,2014,150000,Diesel,540000
